id,City ,SubscriptionFee,SubscriptionType
dfce3576-4a6a-4f63-95a8-057866d70100,Watubura,192.05,Once
08aa43c1-7a39-4e57-96b0-5325d9056de7,Qaxa,742.72,Monthly
d5f0453d-288e-449f-b644-c571f64c4f20,Mathba,263.15,Yearly
5536b098-7a0a-4ff5-aca1-39cca9bf182e,Guleluke,694.61,Monthly
8d321fc7-bdab-404a-af3e-49740acabf46,,615.74,Weekly
cc451063-f55c-49b2-b907-f02bd81f1ef3,Bourail,347.76,Yearly
096ebb79-e39d-4330-8e1e-5fd93928402b,Nova Olímpia,605.13,Weekly
c34bf3c6-8762-4196-b55f-650c63592f18,Batubantar,523.95,Once
1e250236-f326-4ed7-bf7b-4d2ab95f7d99,Besuk Selatan,391.72,Yearly
12daef8f-d879-485f-8b59-9bace966987b,Bethanie,635.9,Once
417493c6-1b87-453d-b604-11d4aeea4595,Razumnoye,395.14,Yearly
8392bbf6-41dc-4584-ac1c-aa8055a133f5,Buritis,179.06,Weekly
de449d82-dd28-4fb1-8abc-630d032eb54b,Blaye,400.84,Weekly
b1e87d8d-832d-4b1e-9a6e-f28b82b3dcdd,Sāh,409.37,Once
39b72abf-615a-4fd3-8b21-b43b26909a9e,Olofström,691.6,Once
0f124861-5b94-4133-86f8-8b5853cb9d2a,Novosmolinskiy,709.5,Monthly
0de7ec0f-01ef-45f7-b013-e376efae967f,Liushun,293.61,Monthly
31e3f439-f512-448c-943b-893b04e0a5d4,Neochórion,674.23,Weekly
345bbc77-0e06-45d0-8328-17f1daee00d1,Kaulon,188.46,Weekly
7a104b6c-632d-43ae-b61f-2d161a7bdbcd,Kokotów,271.61,Yearly
e125e3be-09b3-4319-a92d-bef37d5495b5,Aráchova,211.74,Yearly
02852e0a-5eaf-4f62-9d90-c5076716b696,Liulang,384.22,Once
de711e98-feb2-4968-899d-71c5cac2f0b0,Shangrao,397.28,Yearly
4847f038-a26b-43b9-a924-d99ca303d928,Tombatu,505.64,Yearly
51ebdf2c-0178-487b-995d-facafb68e394,Qārah,325.8,Once
edb0b533-a477-4940-bea8-5fccbfaea43f,Strellc i Ulët,318.37,Weekly
0d11c333-2d22-4fc9-b250-22ce8146135c,Jinluo,369.41,Weekly
ac781169-3fc3-41ba-8124-70d2a37c3a9d,Dongen,554.51,Weekly
14e5c5a2-6200-40ee-9598-99eabd74cfd1,Futang,566.48,Once
2e862ed0-2b11-46e3-aafd-a6f9630a4360,Duisburg,720.09,Once
a5fae66a-3648-4093-a739-14e6069d0da5,Nova Granada,748.87,Yearly
e81d18a9-e724-4bdb-9908-23d260793241,Santa Gertrudes,275.3,Yearly
f6217f55-43c9-4c85-836d-639a717ba554,Santyoku,624.72,Once
540fddc0-bcc1-44c5-951c-9a4dbfb41b28,København,231.31,Monthly
6595faeb-c4d6-402d-a9a9-ba7064081b10,Salavan,340.36,Monthly
1904ec3f-41fa-43be-8d3c-09d780d3e4f2,Yaroslavl,672.64,Once
b1a38cef-cae2-4088-891c-576d7a8b85a8,Sertânia,613.77,Weekly
74a173b3-7115-4e2b-9a96-106de5325342,Tarfaya,373.53,Monthly
df4d7a51-1b25-4a5d-ac37-ded31268930b,Chai Badan,683.1,Monthly
fb7fd3b5-c3e5-4089-baa5-162f845eef80,Debar,561.59,Monthly
e5f16f8c-e8d1-4822-8d36-a784557a59ba,Baculin,687.68,Yearly
f39e79f0-4a60-4db4-8f35-e409b63b91a0,Xiachen,694.59,Once
9746e7be-79ea-4724-99c7-d2bba63e8f9c,Tutong,679.22,Monthly
42d636e6-2375-471e-8e4b-3be462466640,Benito Juarez,445,Once
8896995a-e3f3-4348-9184-b6977ec7a0ad,,220.24,Once
82ecda74-5af1-40f4-bc38-b9c760e9878e,Taoyuan,268.28,Monthly
0bf3fd17-3e2b-4bb4-85f9-a5775303c968,Beichan,547.59,Weekly
adcb7432-e8c9-41ea-b1c8-8851fe8b94ae,,487.65,Yearly
07154384-9668-40a6-b619-c8acfac08edb,Ilinden,702.48,Yearly
56e1a3d1-6725-4be6-963e-e4bd9506ded5,Dasiping,182.11,Once
bf52292b-e1f5-4e0b-9977-e8d7e44ce496,São José dos Campos,281.36,Monthly
38f2ffcd-7886-414f-951f-91e8146012e8,Winong,582.38,Monthly
fac81894-8e16-466a-9766-74d5cca395c9,Pljevlja,426.22,Once
d16b4ddb-2fd2-4e61-bee8-3e56a99d8331,Nowy Dwór Gdański,407.48,Monthly
f9f1d980-14cf-4ac1-99c2-9c0d68647657,Hongxi,507.75,Once
7b679ae2-2220-43f6-bf28-be1326c2c79f,Pôrto Barra do Ivinheima,163.92,Yearly
47dae15b-5f6c-42c0-bcb7-b7e89da662bb,Santo Niño,321.51,Monthly
29f50f3f-6a0f-4d40-b55b-8232220ee81f,Almeirim,482.91,Monthly
3b8e45c0-d1da-4f5f-a6cc-ee044bd8d84b,Nicasio,334.12,Yearly
414e2cd4-3caa-4928-a753-e44afe0216f8,Yingcui,270.89,Weekly
845114d1-50dc-48eb-8101-373c2379989f,Ventersdorp,189.92,Weekly
9a2e8375-bed1-4668-b500-da9b3bcfb1c7,Rača,510.31,Yearly
54b419d0-054a-4fee-a08d-d5bfb7f6387b,Ciodeng,744.25,Once
5f91413e-e9c6-4486-872b-359265ed9074,Sterling,659.82,Monthly
bb1fe012-e60d-46f2-a707-e6b0efa1513b,,379.53,Yearly
61b37b31-0691-4bbd-9d5b-9d4c51317da9,Quiaios,586.16,Monthly
ed72ccf1-d93b-49bc-aec6-10907f32ad64,Vohipaho,196.3,Once
879df520-630a-40ac-b26c-13294af674ca,Jadów,238.61,Once
502e1ce5-38c5-4254-b8f0-9a42aa225368,Dourbali,513.42,Once
4d82b2cc-7562-4cd6-b2d2-70a2209e66ed,Gândara,650.87,Monthly
27c0a858-d22c-4bd1-bd86-94871fc4a611,Douliu,438.27,Once
37232a0c-6f74-4e37-bea0-4eaea7fe7822,Jiguaní,170.9,Once
69a36899-d0f2-47d8-9923-8833bcc5c265,Krzemieniewo,732.65,Weekly
6fc20d0e-fc90-4f06-8d83-bf4ae3e45c73,Qŭrghonteppa,182.35,Once
5c77de00-bcd5-4efa-81fb-d68d7dac2909,Bahía Blanca,446.54,Weekly
945441cc-98f4-441a-a0fb-b2642b0fc374,Tacuatí,334.84,Weekly
01c40653-72dc-44c9-a2bb-4e7031e6f27d,Chouto,250.35,Weekly
3a043db9-71e3-46a6-8cf3-e4a4d9e154c8,Aoluguya Ewenke Minzu,286.59,Monthly
528a2dc1-6a10-4c62-a0d6-3cccde4806e7,Thị Trấn Nga Sơn,404.22,Once
6ba75579-709f-499c-96c1-c59ce83d85c9,Maliiha,630.05,Monthly
70dee83a-564e-4cd7-b60b-689989c79c32,Paris 15,593.17,Weekly
9d851425-44d0-472a-9731-695caff57945,Gião,654.03,Monthly
dcd9c7df-f6ca-48bd-93ea-94cacf09f594,Povenets,366.7,Yearly
ada567fc-d137-4b27-933c-5aac381960cb,Carolina,554.33,Weekly
1bf33245-2c6c-460c-9f3e-57d0ba537333,Cawalo,168.9,Monthly
d8dac0e3-fc69-43e8-a650-4bcb21d0ce95,Shazikou,154.85,Yearly
b1724543-3374-44b0-9344-3c69eddb4c63,Mauponggo,286.96,Weekly
edd8f394-236d-474b-83db-dbc37ae6ba64,Spartanburg,469.09,Weekly
f59c5338-b663-46e6-b70a-48671c8259a4,Curahuasi,582.28,Weekly
4d6cf1d2-d81b-4b38-8690-9787e7d07a3b,Barat,414.58,Yearly
011f0ed4-4100-4c77-9cfa-76c9cdea9904,Boise,476.03,Monthly
a5f9f3f8-53f3-4337-aa1d-51501b1f666a,Ribeiro,598.72,Monthly
3360734a-8cb7-4ef5-813e-f948a658f127,Malanay,555.33,Yearly
394f457b-fe88-446e-afda-9bf0a0b1c07b,Huangyang,636.94,Yearly
20922f8f-1a64-42fa-9605-7c6a3b2057c2,Cuiabá,717.63,Yearly
788f1236-24d9-45ad-94cd-adebe7d02bb9,Xiangcunxiang,158.16,Yearly
e5d71dd8-c70e-4680-bf78-d94c2ef0e1f1,Banjar Tengah,275.52,Yearly
1135e9e6-13ec-4b8b-ab1a-add573f40089,Sabana Iglesia,361.54,Monthly
f414a46c-527c-4f89-9ad2-b353e70adf70,Černošín,639.88,Once
f0bc640d-a926-4126-b86a-6010ab213a9d,Gubin,702.26,Monthly
b2232f04-ccb9-4821-8294-5874993c0cdf,,467.14,Yearly
a52fb9e1-2e91-48f0-85d3-de36338472b3,Goundi,482.94,Once
58a2de10-0e3a-478d-8307-68fb6298c6a6,Raposeira,474,Once
75cfebaa-7228-472f-baef-10bd7c654282,Ribeira das Taínhas,595.76,Weekly
1af796b5-bcc5-450f-8078-2f08a3687243,Bandhagen,648.61,Weekly
78e4c759-ddd2-49f6-b447-f1ef7f7ccaf8,Jincheng,153.81,Weekly
6705e322-b724-4696-9a0f-338300fb1aad,Bulungu,382.12,Yearly
8cc9de8a-5a06-4dd6-877e-c71eefb96d8a,Las Lomas,677.24,Weekly
c0953d28-73d0-4b97-80a1-7376a85bf064,São Martinho,575.18,Monthly
e8ea2151-99ec-48c5-9636-b977c57b0b4d,,417.2,Monthly
20712d4f-40ac-48cc-98de-d80d8efce369,Lodwar,479.73,Weekly
746b6856-ee0f-40de-927d-5a68b48680f5,Ruma,618.7,Weekly
1353b812-2f7d-4cbc-8a9f-7d9ec7d1223f,Schœlcher,519.63,Weekly
54db918d-bed9-426d-911b-15382021238c,Jieting,630.85,Once
00b1abb6-82bf-4c0c-8c81-9b2e37be5f3a,Dalun,402.01,Weekly
6a8a30d5-e0f4-4c5c-bed9-bfcce24288f3,Situbondo,549.19,Weekly
aeb44085-6c3d-4679-a464-773755f5ec0c,Pavlovsk,607.9,Monthly
a032bd32-522e-4abe-877e-3253697f932f,Parapat,653.51,Weekly
a922c5d2-a4fe-48df-831a-0836a01f6dd5,Tambalisa,629.63,Monthly
dabe0cc8-2747-45a8-a5ad-22d252fb6064,Huesca,396.37,Once
227d25c0-7332-4f98-9423-c0f5c3aa4b41,Pô,562.68,Yearly
bc94414e-60c1-420e-af15-f25a7a94cc1a,Hulan,422.1,Monthly
c3ae0106-2f33-45f8-bc94-b4f788d605f4,Göteborg,730.02,Yearly
bf0b5285-fbb9-430e-b3cc-ab4eb08a6a9f,Xigebi,540.77,Monthly
3ffcc18a-eac3-4cbd-b8f8-b2a2e02f412f,Baqiao,680.51,Yearly
f97afe9b-e685-44a4-9021-6a19f4569e99,,216.16,Yearly
14631e03-7f9b-419e-b885-ffe91ac9ddf3,Tangkilsari,627.66,Once
d8c722da-a6ef-48e4-a281-f35524c5f12b,Vredendal,694.67,Weekly
2730ef38-14c5-42a1-a8c1-f3dfe8cdd4f4,Kovdor,689.88,Monthly
5ea646af-3e6a-4a09-9d62-8d5d9039c981,Canhestros,487.97,Once
47b1dfe6-b9e6-4545-a8fb-954f6dd78565,Quivilla,369.28,Weekly
212676b0-9e15-443e-b499-abb63b3a47ea,Křižanov,262.28,Yearly
5adfeca9-aa18-45dc-8b8d-b5febd03fcbf,Bartošovice,367.47,Weekly
4fc68358-ce94-43cf-8fbf-61b916d1b23a,Banjar Ambengan,216.38,Yearly
f364ab31-949f-470c-a5ac-1a07e7062c63,Sacramento,286.63,Yearly
be2b8601-bfeb-4130-80c0-a968277bfa01,Lanhas,339.92,Once
f6d1fbf7-5e71-4307-aa4d-eb55e0e3143a,Lingzhi,168.6,Yearly
854152c3-fc75-4c08-aa39-ef87297de086,Troitsk,460.24,Once
48b00037-1fd7-487f-aab9-ac0c92327aad,Zuwārah,303.28,Weekly
087f3c24-8380-48bb-bc69-0c0c27d0335d,Parumaan,353.12,Weekly
ddb1d958-0742-4e2f-ae42-968e6c12b83e,Suzëmka,194.45,Once
5b5f3aff-f462-4ac7-b2da-d4797658f11f,Madrid,303.49,Yearly
92a433a3-790d-49c7-bd86-0f3d5acbcd6d,Dagur,615.89,Weekly
d953988f-d086-4c9b-98bb-a18e33c501bc,Chiţcani,372.36,Weekly
5c2f4881-dea4-4d37-83cf-8590a00df3ae,Khadzhalmakhi,513.41,Yearly
5138269c-e0d5-43fd-a3f4-5024c6aebfd6,Rodatychi,425.22,Weekly
93cbc296-bd56-41ac-9572-f076471d14be,Diébougou,200.59,Weekly
cefe09cd-e87b-434f-8992-ba6d1b861214,Al Wardānīn,465.19,Weekly
7eb6605a-f8fc-4c24-a243-3d740db2ada3,Wassu,715.54,Once
caa0f6b6-1c44-4c45-9ee6-76d3d14fd7c6,Vilarinho das Cambas,310.29,Weekly
1b29b41c-cd2f-46e6-b5ac-e85f4013ed3f,Jerez,430.33,Yearly
86b17f7d-143f-4afd-b576-162b1438b28d,Daixi,617.49,Monthly
f897a15b-4b51-412a-a31d-63a5b682bed3,Scottsdale,601.09,Monthly
aa8112d3-c60b-43b1-bac6-97d14da158db,Kawaliwu,264.12,Yearly
9cd5b9c6-d860-4e49-a416-65845013971c,Gamut,740.31,Weekly
dc1c5951-a9f5-42b8-b3c7-73bb00139a09,Pampa Hermosa,297.95,Weekly
42233df4-bc77-4bf2-a363-f90b3d010ff7,Shengrenjian,728.7,Yearly
0f9c2c5a-91e4-4f02-b5c0-fbbd49417cf8,Longhua,450.82,Yearly
341077eb-27e5-49eb-bc4e-915569ae8e94,Kasama,708.72,Once
05f83388-d95b-46ff-bb0e-9d42e9b93906,Masjed Soleymān,306.43,Yearly
655817b2-b1c9-4bec-ab87-decdee5d82e0,Kusatsu,703.7,Yearly
3f73b47e-ab29-4d0d-aaa0-4e785a48f0ba,Puerto Maldonado,689.27,Yearly
75244c93-1dba-4cce-8d71-5135adf46f2e,Carriedo,579.51,Weekly
9c1757d5-b8d5-433a-8eb1-a9d60409abae,Chojata,614.13,Monthly
096ca8c5-f6c9-440a-8442-07b307a7e77c,Coyaima,531.16,Monthly
c3bf6479-8cd8-4112-8234-46b8e6b6d49d,Kolchikón,600.79,Yearly
2709631f-062e-4919-abfb-96856c515a11,Seredka,615.81,Weekly
297ad7cf-6ca3-4640-9c70-281dfa3ab795,,714.02,Yearly
08f81185-56fe-4507-973c-e15be7ae48c7,Dalu,295.93,Monthly
0d9862f7-1ef4-43f0-95d8-c1c2620dfa0c,Siqiao,435.69,Monthly
dfc99705-4c6a-43d5-a33c-74fdebba8191,Karangsonojabon,614.15,Yearly
56109530-73f6-405e-b555-6990fc9ee11c,Kumla,238.49,Once
1a345db6-a245-4cb2-8472-52295bb29aed,Sandefjord,358.63,Yearly
3d7c0e1a-61b2-46df-96e9-0116118eee6b,Sanzao,319.18,Weekly
fa472eb2-6d55-4dee-b59c-65d7169b2fe1,Dire Dawa,484.64,Once
695297e6-63f6-4866-aa8c-3c9b0b03ce9f,Sanzhou,226.82,Once
557446a9-a65b-4a11-855e-55715faadc6b,Phra Nakhon Si Ayutthaya,216.88,Once
024032e7-c918-47f6-a843-ac2207297772,Anastácio,156.89,Weekly
fc7566a1-506e-4197-947a-53fbadf908ac,Nakhon Nayok,683.63,Yearly
5a63ceea-d9ef-46b2-a832-e011c2069165,Pavlovsk,673.78,Weekly
9b8bfbad-4037-4436-9392-f27ebf7e1c19,Sigou,724.84,Yearly
fbc6bc83-3efe-4b3c-a425-a9cdc82e0fe4,Giporlos,582.98,Monthly
0b79dfff-b148-4cb6-8270-8ed11d6c80f7,Causip,224.45,Monthly
31b09970-714b-4e1a-a477-410ac4649b47,Shuangchahe,616.77,Once
be4d8e59-b569-433f-92f2-c91b1ca6424a,Shilovo,671.42,Yearly
c3827875-e208-44c5-8bc7-7ece3d11340e,San Ramon,496.2,Weekly
68c12ca3-271e-4a2a-b109-ecded0cc80a9,Loangmaka,672.02,Yearly
5d111643-82d2-4b4e-a9a0-285e65ade9c6,Spasskoye-Lutovinovo,208.07,Yearly
c85407b0-26d6-4872-99f9-6719bf936654,Longguang,508.9,Monthly
8423a34a-ad5d-4a11-9860-48916372c5b6,Tirhanimîne,573.3,Once
10fc2676-7e8a-4ecf-9a18-7f5a52641666,Tiarei,339.48,Monthly
4ef64796-badd-44f4-bb63-8b87925881e9,Camperdown,304.02,Monthly
102bb788-5eb4-4010-9106-7fb354e89d51,Enzan,721.57,Yearly
bfcc2dd3-b581-47e0-b7db-db1fc567e6d5,Goričan,279.13,Weekly
41815309-c16d-486f-a4d9-a0fac65994b3,Venda do Valador,253.76,Weekly
047917c0-c181-4109-af59-2e8c0ffc0b5f,Ozerki,434.3,Weekly
63becb70-b3a4-404b-9327-08d480d85837,Gitega,387.43,Yearly
517064ca-4aa8-4618-a5f9-e230ed00f47b,Scottsdale,364.99,Once
333e67bf-93f7-469f-8464-624421cde2c8,Bauang,507.98,Yearly
865569c6-1794-4c35-8616-5857d9abbcf9,Vila Nova de Santo André,496.92,Once
e513b6e0-1859-4b67-874b-1391c6fd03c5,Katabu,292.67,Weekly
fd61ba11-607e-49d3-8e2d-a464024b22c4,Pasirbatang,547.79,Yearly
10df8ec5-e9c2-41f9-84f9-5368f302a3d8,,300.89,Weekly
e4628831-7541-417c-b399-9d0437a4761a,Roanoke,306.98,Weekly
1bd32b51-76ad-4615-a32b-337863bd4575,Daszewice,560.3,Yearly
913cd790-5b62-4a70-8c02-6edb2d09d96b,Sangzhou,587.6,Weekly
769d37db-d261-4b54-8b32-6afd543ea04f,Naranjos,272.48,Yearly
6885dfc8-9cda-4f90-b9a0-b374a15f6478,Koroška Bela,497.61,Weekly
3d7b3afd-8f68-47dc-8e8c-447a494e1edd,Andekantor,604.02,Once
b011df97-685f-42e8-9ace-a1bbf5665386,Perpignan,411.96,Yearly
c46f4ce4-51ff-4d05-8176-fb8d0ed3eea0,Teroual,656.32,Weekly
02cd226a-d881-43c9-aea1-d6597e3135ed,Bojen Kulon,425.21,Yearly
02b13572-02d2-47be-b825-cb97cdacdfa1,Ananindeua,664.91,Weekly
b5e77d87-bdfd-40fc-8a67-54793a75a296,Qingqu,387.46,Monthly
d6f2fd89-4012-4b99-b456-d9cfb7b37489,Oxelösund,366.59,Monthly
edee1762-4091-4458-977d-b466d89b0612,Psychikó,253.9,Once
3ed1c70d-9f22-4a5e-bcee-551c0362f2d8,Chwałowice,314.18,Yearly
a9a35afc-2201-4b90-99c2-274deea268c7,Nanxing,598.42,Weekly
5dad2dec-b189-4f2e-9a76-47a1bb4eee77,La Cueva,382.5,Once
3d715168-1ee2-42aa-90f7-d92ada20f79c,,620.57,Yearly
d6309f68-49b3-491b-a863-64ec022207a4,Piraí,459.44,Once
eca0e7a7-7edc-421f-9458-59546054ea89,Juwana,734.78,Once
721ed949-2d40-4b14-b124-8f93f6c2acc6,Yazykovo,477.3,Yearly
4d2ad165-867d-403c-99fe-f952a41b8e77,Karangtengah,354.06,Monthly
4df1d35b-0211-4db2-b78d-bfed87225e5c,Dukuhbadag,411.2,Once
019ae410-8e0f-46d7-9c13-d8f8a3c255c9,Zhuqi,228.29,Yearly
8562e9c6-cdf6-4b71-a4e8-6f9d86582f63,Dongjiao,644.46,Weekly
5bad752d-eafe-4ffc-918d-5fb43004df02,Nova Petrópolis,721.94,Once
9feb77a3-39bc-4543-bb31-822bdb95763d,Xiagong,518.22,Weekly
3d075dff-1288-4074-816d-b0c26c7760d2,Berlin,183.91,Yearly
7208b6c9-34cf-409e-a002-cef994144c57,Nyzhnya Krynka,370.26,Monthly
4e96ac08-c0aa-4540-9dc4-bbaf5c38b53a,Laocheng,339.87,Yearly
323c7a41-2b67-42f4-9c57-a96fc587453d,Gedian,631.3,Yearly
4b4a2386-070a-4799-9d35-bf6cba71fa6f,Comapa,365.84,Monthly
022d3f00-9d96-49a7-88ef-bca9b303bc6b,Goiatuba,395.36,Monthly
cbf12dd7-e352-415f-90b7-8da8942ff232,Taoyang,238.17,Once
e022add0-ef6e-42b6-ab45-3421fc39152e,Shamboyacu,319.43,Once
664126b3-7803-442d-9526-5722d6536738,Xunhe,505.13,Weekly
c0ad3ea9-4ae9-46cf-8d6a-dde41a335ddd,,449.89,Weekly
131d71d4-d814-4ec3-9e31-35e5473393b1,Mugango,430.49,Weekly
cd61a2b7-c8f2-4fd5-bbd8-438af37851dd,,633.65,Once
616266f8-2c1b-4f27-8581-afd4c23dd586,Lhoknga,633.56,Monthly
e0143472-c051-494d-a51d-861c83d92c26,Curahuasi,180.87,Monthly
f8474ec3-6bb6-4771-abfe-c91f0756b172,Andekantor,540.98,Monthly
1a81c04b-d159-4cd7-b05d-6395e5c184c5,Goričan,533.92,Yearly
b5538352-561b-44d9-88d1-67d64e59525f,Rundeng,576.46,Yearly
2c9d5556-41df-4e86-a7c3-9e1e45ecf5d4,Koźle,551.47,Weekly
f11bc87a-d95b-4df3-9497-683436ae6b03,Ḥurfeish,705.68,Monthly
60d5c278-8962-4cbb-bbe6-75f4f79cb317,Nakhodka,245.58,Weekly
c5874567-a618-403c-8932-44c665289eae,Igang,536.25,Yearly
4f6d55c8-4952-4a24-97bf-f08a6e2cf881,,507.52,Monthly
542587f6-0126-4e0a-bfe8-94eb99806c4e,Bangassou,387.18,Once
eee36957-132f-40b3-aa4d-4dbd9526a3e2,Serra Negra,190.84,Weekly
11a194d1-8d7a-421c-b3f2-038a6796ab1f,Mercedes,301.62,Weekly
307a1cbd-8995-4b2f-a068-c90d2df77017,Billdal,598.11,Yearly
d5f63847-2877-4861-9f67-b6c5fb234f4a,Buenavista,205.31,Monthly
469dcb1c-e425-448c-9186-89f3172a2ae1,Matamey,548.14,Monthly
27f8ba99-189f-4bb5-b6a4-18e41f654e93,Tsagaanders,624.01,Yearly
aa307507-3656-43b1-b753-dd9e57d0180f,Opechenskiy Posad,651.18,Monthly
8a9d2013-2a26-49db-bccf-539815663286,Mönchengladbach,379.34,Once
be9762bd-b95a-41d1-b7cb-1f2a92103377,Linoan,689.97,Monthly
772d6c54-e091-4921-885e-0372fe9dd28e,,527.34,Once
9240d4fd-06db-4dc7-a519-75abf45422f6,Leonídio,457.91,Once
f97595fd-e851-4957-93ab-d4fbb0bb9d4f,Tendō,622.82,Yearly
38cc8b78-9b4f-427b-ad70-ce84c56028cf,,688.59,Yearly
c9775f03-b46e-4979-88fb-d29fb48cdeb1,Ebaye,536.66,Weekly
9a493847-ff47-4c96-87a0-8992bf964e47,Ngetkib,408.2,Once
be4de892-c91a-4730-ae14-818a0d08a7f5,La Laja,644.87,Monthly
76e3889d-bf40-4e54-a36b-053425f25ed0,Kista,229.21,Yearly
